@relation camel-0-train3

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data
2,3,4,1.8092,9,5,745,0,12,2.37,66.5,2034,1069.87,174,-1
1,4,10,2.65634,172,17,131.6,0,2,52.68,1.6,3126,1695.06,1659,-1
1,1,1,0,51,0,0,0,0,0,0,3130,1698.34,1745,-1
1,2,6,1.28019,44,1,116,0,7,53.55,12,1282,368.71,632,-1
1,2,9,2.70252,244,4,185.56,1,6,58.36,10.44,3132,1699.96,1664,-1
1,1,2,0.995727,2,11,118,0,3,0.01,7.5,3133,1700.93,1665,-1
1,3,5,2.24879,28,19,163.8,0,4,121.95,12.8,3134,1701.85,1746,-1
1,3,3,1.1834,153,2,50,0,5,1.91,9,433,192.72,211,-1
2,8,9,2.63922,322,9,695,0,10,18.69,56.78,3135,1701.18,3413,1
1,1,1,0,0,1,36,0,3,490.93,3,435,194.68,267,-1
1,3,4,1.98004,43,33,135,0,5,1.59,7.5,3136,1702.16,1748,-1
1,2,3,1.5,4,4,93,0,2,200.29,1.33,3137,1703.06,1667,-1
1,1,1,0,3,3,109,0,1,0.05,1,3138,1704.04,1749,-1
1,1,1,0,1,1,109,0,1,0,2,3139,1705.03,1750,-1
1,1,1,0,19,19,189,0,5,0.33,36,440,199.49,216,-1
1,2,9,3.02215,37,61,95.22,1,7,39.09,7.11,441,200.44,217,-1
1,4,5,1.84472,34,10,166,1,6,161.52,7.6,442,201.41,218,-1
1,2,3,0.39506,64,1,278.67,0,8,10.3,56.67,443,202.4,219,-1
1,5,17,3.52158,588,95,151.24,0,8,50.89,14.59,3142,1705.21,1753,-1
1,3,4,1.91958,301,4,98,0,1,0.08,0.75,3144,1706.66,1755,-1
1,1,1,0,5,1,66,0,4,174.03,13,1283,369.1,567,-1
1,1,1,0,1,1,558,1,8,0,72,3147,1709.01,1670,-1
2,4,8,2.47792,457,25,77.88,0,6,190.04,2.63,446,205.23,492,-1
1,1,6,2.56545,7,6,79.33,1,2,85.26,2.5,3149,1709.57,1757,-1
4,5,6,1.48992,162,168,554.67,0,13,15.8,47.83,2037,1067.41,1638,-1
1,6,10,2.88924,234,78,159.7,0,7,78.03,13.1,3152,1712.24,1760,1
3,3,3,1.58496,3,3,635,0,11,0.02,65.33,2038,1068.37,1543,-1
1,2,2,0.855451,107,18,165,0,3,0.66,2,3155,1714.81,1672,-1
2,2,2,0.970951,3,2,826.5,0,10,24.01,89.5,3157,1716.58,1734,-1
2,4,4,1.81641,198,7,19.75,0,1,37.78,0.25,3161,1720.4,3438,1
2,3,3,1.14883,11,3,216,0,6,98.93,5.33,448,206.95,494,-1
1,2,2,1,2,2,131,0,5,48.03,19.5,449,207.94,273,-1
1,1,2,1,8,2,76,0,1,162.47,2,3165,1722.58,1763,-1
1,1,2,0.940286,5,9,79,0,1,0.03,2.5,3166,1723.5,1764,-1
1,1,1,0,16,0,10,0,1,4.11,1,2044,1072.69,1291,-1
1,1,1,0,21,0,172,0,2,4.3,13,450,208.61,274,-1
2,4,8,2.86525,12,32,121.63,0,3,64.83,3,3169,1723.64,3448,-1
1,2,2,1,4,4,136,0,3,9.66,11.5,2046,1072.66,117,-1
2,2,11,3.36222,34,38,87.36,0,2,10.11,0.45,2047,1073.6,1410,-1
1,1,1,0,1,0,538,0,7,0.41,122,52,32.33,43,-1
1,1,1,0,2,2,516,0,7,28.54,93,2052,1074.19,1294,-1
1,1,1,0,4,2,121,0,2,18.63,3,3172,1718.42,1685,-1
2,3,4,1.83327,23,11,97.5,0,5,126.09,3.75,3173,1719.38,3454,-1
1,5,6,1.9028,32,51,175,1,6,65.7,18.33,3174,1720.05,1769,1
1,1,1,0,2,2,109,0,1,0.14,2,3175,1720.98,1770,-1
1,1,1,0,2,2,64,0,2,126.3,3,53,33.22,7,-1
2,2,2,0.368115,65,20,271.5,1,2,11.64,12.5,2054,1075.6,1814,1
1,6,6,1.98413,45,15,44.83,0,5,400.08,8,3177,1722.25,1687,-1
1,2,2,0.503258,9,0,70.5,0,2,38.39,3.5,2056,1076.42,1298,-1
1,1,1,0,13,6,58,0,2,392.74,5,3182,1725.15,1692,-1
1,1,1,0,3,5,499,0,6,238.8,72,3185,1727.83,1772,-1
1,1,1,0,2,2,105,0,1,88.22,2,3186,1728.35,1695,-1
1,2,4,1.93152,90,12,164.25,0,10,62.8,12.75,2060,1078.51,1302,1
2,2,2,1,2,2,915,0,12,5.12,125,2064,1080.49,182,-1
1,2,5,1.60091,55,24,260.4,1,5,69.15,18,3188,1725.29,1697,1
2,2,2,0.918296,3,3,686.5,0,6,39.3,29,2066,1080.75,185,-1
2,2,2,0.970951,3,2,868.5,0,11,3.15,108,2067,1081.69,1390,-1
1,2,2,0.845351,5,6,199.5,0,9,3.59,57.5,2068,1082.69,103,-1
2,4,4,0.801216,90,44,737.75,0,10,5.61,47,3192,1724.19,1766,-1
1,1,1,0,1,1,134,0,3,0.03,6,2070,1082.97,121,-1
1,2,4,1.63813,191,1,108,1,6,47.99,12.25,3195,1726.66,1701,1
2,3,5,2.18308,203,1,165.6,0,2,5.45,9.8,3198,1729.14,3480,-1
2,2,2,0.522559,7,10,872.5,0,10,7.51,98.5,194,52.22,57,-1
1,3,4,1.41905,178,2,221.25,0,6,149.66,12.25,3199,1728,1777,-1
1,1,1,0,1,1,271,0,9,1.16,108,2071,1082.21,104,-1
2,4,21,4.3565,21,22,51.71,0,5,251.91,1.67,2072,1082.9,1430,-1
1,1,1,0,7,1,149,0,6,43.53,49,3202,1730.18,40,-1
1,2,2,0.33729,16,0,160,0,3,11.75,6.5,2074,1082.17,1310,-1
1,2,2,1,2,2,348.5,0,4,29.21,23,2076,1083.69,1312,-1
1,1,1,0,11,1,481,1,3,5.18,44,3206,1728.51,1708,-1
2,3,5,1.28065,147,37,405.4,0,12,69.31,53.2,2078,1085.29,1399,1
1,1,1,0,4,5,459,1,4,8.23,58,3207,1729.41,1779,-1
1,2,3,0.887307,62,2,98,1,5,15.74,18,3208,1730.41,1709,-1
1,1,1,0,37,3,491,1,3,0.94,45,3211,1730.84,1710,-1
1,1,1,0,1,1,1566,0,10,2.05,188,3213,1727.79,70,-1
1,9,33,4.44491,1548,1150,195.67,0,9,195.55,6.97,3215,1729.75,1711,1
1,2,6,2.26541,258,22,84.83,0,6,9.26,10.33,3217,1731.49,1713,-1
1,3,9,2.13487,19,349,484.11,0,10,55.22,25.89,3219,1733.21,1714,-1
2,4,8,2.4731,95,22,407.25,1,9,80.26,52.13,3220,1732.08,3497,1
1,10,48,4.44691,115,203,137.71,1,8,293.3,4.69,3221,1732.88,1716,1
1,1,1,0,3,1,147,0,7,0.15,39,3223,1734.45,1718,1
1,1,3,1.41278,47,8,79.33,1,2,60.94,2.67,3224,1735.19,1719,-1
2,2,2,0.613619,31,2,982.5,0,8,76.9,130,3226,1735.18,3505,1
1,4,8,2.60695,58,9,163.5,0,8,134.28,12.5,2081,1079.87,1317,1
2,8,29,4.70007,1345,26,83.66,1,9,21.92,5.21,3229,1737.02,3509,1
2,4,6,2.13277,51,6,195.33,0,8,47.11,32.17,3230,1736.39,3511,-1
2,2,2,0.591673,7,0,843,0,13,9.98,141.5,10,7.44,4,-1
1,1,1,0,0,0,0,0,1,0.01,1,15,12.44,8,-1
1,1,2,0,0,0,0,0,1,0.01,0.5,16,13.44,9,-1
1,2,2,1,2,2,610,0,6,1.96,30.5,2086,1081.54,1321,-1
1,2,2,0.721928,5,0,398.5,0,9,12.94,78,3232,1735.2,42,-1
1,2,7,2.347,86,39,120.14,1,6,93.5,6.43,3234,1737.03,1728,1
2,2,2,0.503258,2,7,1061,0,8,0.14,131,3235,1737.75,3518,-1
1,1,1,0,11,1,399,0,8,21.21,122,3237,1739.61,1791,-1
1,2,2,0.970951,2,3,68.5,0,1,0.13,1.5,2095,1088.72,1328,-1
1,4,7,2.35968,266,28,412.43,0,8,22.22,39.57,3238,1738.32,1792,1
1,2,2,0.96601,130,18,154.5,1,5,101.58,18,3239,1739.22,1730,-1
1,1,1,0,17,0,82,0,3,21.06,35,3247,1739.03,1735,-1
1,5,10,2.74809,272,3,384.7,0,8,33.53,31.1,3249,1740.85,1799,1
1,1,2,0.954434,5,3,151,0,8,0.03,32.5,3252,1743.28,1802,-1
1,1,3,0.832854,88,46,572,0,9,172.4,39.67,3254,1745.2,1739,-1
1,1,1,0,1,1,112,0,1,6,3,3259,1748.26,1804,-1
1,1,1,0,1,1,271,0,9,14.22,109,2098,1084.38,105,-1
1,2,2,0.742488,71,5,74.5,1,7,4.05,20,2099,1085.37,1330,-1
1,2,2,1,82,30,132,0,4,41.75,10,3265,1753.29,1746,-1
1,1,1,0,5,0,89,0,2,40.58,6,3266,1752.39,1747,-1
1,1,1,0,1,1,382,0,5,34.16,29,3272,1757.21,1750,-1
2,6,7,2.40463,198,41,596.29,0,9,38.35,51.43,3273,1758.21,3560,1
1,2,3,1.58187,94,0,0,0,0,0,0,3274,1757.46,1752,-1
1,1,1,0,7,6,64,0,1,209.09,2,3275,1758.02,1810,-1
1,1,1,0,5,0,85,0,1,132.18,1,3276,1758.97,1753,-1
1,1,1,0,6,5,99,0,3,288.9,5,3277,1759.81,1754,-1
1,27,48,5.01514,874,553,41.73,0,6,213.21,2.56,1286,363.32,570,-1
1,2,5,1.92628,198,7,24.8,0,6,156.79,3.8,3278,1760.65,1811,-1
1,1,1,0,13,0,957,0,6,0.02,74,1287,364.31,571,-1
1,1,1,0,6,1,970,0,6,0.01,76,1289,366.3,573,-1
1,4,7,2.23213,59,12,392.14,0,9,18.93,33,3279,1761.36,1812,-1
1,3,4,1.62722,180,10,193.25,0,7,0.33,25.25,3280,1760.45,1813,1
1,2,2,1,5,1,109,0,4,480.36,10,2103,1084.64,1334,1
1,2,3,1.04344,22,2,35.67,0,2,159.32,2.67,2104,1085.61,125,-1
1,1,1,0,4,0,60,0,1,79.32,1,1291,367.99,575,-1
1,1,1,0,11,7,975,0,6,1.03,77,1292,368.98,576,-1
1,3,4,1.21148,18,12,66.5,0,3,220.54,2.5,3282,1759.57,1756,-1
1,2,3,1.58496,3,3,49.67,0,1,104.1,1.33,3284,1761.22,107,-1
1,1,1,0,1,1,189,0,3,32.2,12,3286,1763.18,101,-1
1,1,1,0,4,3,37,0,1,1.84,1,3288,1764.98,1815,-1
1,2,3,1.52193,3,2,474.33,0,9,22.21,50.33,2105,1081.45,106,-1
1,1,1,0,1,1,989,0,6,0.02,79,1298,374.03,580,-1
1,1,2,0.345117,31,0,33.5,0,2,2.13,2,2106,1082.11,1335,-1
1,1,1,0,4,1,33,0,2,0.03,2,3292,1762.91,1761,-1
1,1,3,1.29879,0,8,77.33,0,6,42.72,6.67,3293,1763.75,1762,-1
1,2,2,0.918296,0,3,45,0,4,146.98,4.5,3294,1764.73,1763,-1
1,8,17,2.98421,63,91,95.94,0,5,122.78,3.12,3295,1763.36,102,-1
1,2,3,1.20691,8,16,55.67,0,4,151.27,3,3297,1764.77,103,-1
1,2,3,1.50136,33,25,121.67,1,7,1.01,20.67,2111,1084.27,128,-1
1,1,1,0,2,2,36,1,2,1.57,3,2112,1085.27,1338,-1
1,2,3,1.3085,23,1,310.33,0,3,34.41,5,2113,1086.2,1339,1
1,6,6,2.1612,85,5,72.5,0,7,130.27,7,2114,1087.03,27,-1
1,6,22,1.57775,44,42,32.23,0,4,4.43,1.18,1303,378.33,584,-1
1,2,2,0.918296,25,2,217.5,0,6,107.31,25.5,3300,1765.06,1820,1
1,1,1,0,2,2,1565,0,10,8.18,195,1304,379.26,0,-1
1,2,6,2.25334,185,5,221,0,6,49.18,11.83,3301,1763.52,1764,-1
1,2,2,0.936667,32,2,175,0,6,144.22,10.5,3306,1765.38,1822,1
1,1,1,0,24,0,31,0,2,275.8,2,3307,1766.29,1823,-1
1,3,14,2.70516,411,30,168.71,0,8,63.81,10.5,122,55,100,-1
1,2,3,0.716352,21,34,147,0,9,60.95,31.33,2118,1080.89,1341,-1
1,1,1,0,0,1,701,0,10,26.64,52,3310,1755.33,1768,-1
1,1,1,0,2,6,61,1,2,413.56,6,3311,1754.32,1826,-1
2,6,10,2.54553,263,18,98.9,1,11,33,7.6,2121,1080.1,1475,-1
1,2,2,0.495969,44,2,73.5,0,8,11.11,39.5,3312,1754.46,1827,1
2,2,2,0.863121,3,4,834.5,0,11,210.72,100.5,2122,1079.94,1435,-1
1,1,1,0,1,1,1566,0,11,0,200,3317,1750.66,75,-1
1,1,1,0,57,0,0,0,0,0,0,3318,1751.65,1771,-1
1,5,10,2.80541,139,112,33.7,0,3,91.3,1.2,408,178.5,46,1
1,1,1,0,1,1,1566,0,11,0.49,201,2125,1077.88,91,-1
1,3,6,0.839871,175,199,71.83,0,5,230.87,6.83,3319,1750.52,109,-1
1,2,4,1.36689,29,36,113.25,0,4,154.32,9.75,3320,1751.36,1829,1
1,1,1,0,11,4,188,0,4,42.26,33,3321,1752.08,110,-1
1,1,1,0,1,1,1566,0,11,0.54,202,3322,1752.77,76,-1
1,1,1,0,2,1,81,0,1,16.88,2,3325,1753.7,1832,-1
2,2,2,0.591673,4,3,840.5,0,11,21.89,110.5,3327,1755.64,1851,-1
1,5,5,2.13478,429,0,0,0,0,0,0,56,33.71,0,-1
1,2,2,0.503258,11,7,71.5,0,1,0.02,0.5,57,34.71,1,-1
1,3,3,1.04871,20,19,120.33,0,1,0.1,0.67,58,35.7,2,-1
1,4,4,0.8957,135,45,227.5,0,4,84.09,15,3330,1757.42,1834,-1
1,1,1,0,1,1,92,0,5,44.07,21,3331,1756.93,1776,-1
1,2,2,0.640944,20,23,120.5,0,1,0.05,2.5,61,38.65,5,-1
1,1,1,0,1,1,34,0,1,0.88,2,62,39.65,6,-1
1,1,1,0,3,2,38,0,1,0.92,1,63,40.64,7,-1
1,2,3,1.57433,16,7,84.67,0,5,307.94,11.33,3338,1762.94,1781,-1
2,3,5,2.04213,152,1,13,1,2,46.91,0.8,2126,1073.42,1875,-1
1,2,2,0.950956,15,12,401,0,10,21.98,29,2127,1074.41,1349,-1
1,3,7,2.19733,10,129,160,1,2,41.35,2.14,3341,1763.94,1784,-1
1,2,6,2.31372,33,5,34.5,0,4,270.22,1.5,2129,1076.3,1350,-1
1,2,3,1.42257,104,13,44.67,0,3,160.23,1.33,3342,1764.78,1785,-1
1,1,1,0,0,8,991,0,6,0.43,83,3343,1765.51,1786,-1
1,1,1,0,2,0,132,0,1,1.89,2,65,42.56,9,-1
1,5,14,3.35656,0,1027,73.36,0,2,120.34,0.14,3348,1767.83,1789,-1
1,1,1,0,7,0,867,0,9,36.26,343,3350,1769.49,62,-1
1,1,1,0,10,0,139,0,7,46.33,49,3351,1770.47,1791,-1
2,10,17,3.51408,821,112,269.06,0,12,33.84,27.35,3353,1764.47,3630,1
1,1,1,0,1,1,1574,0,11,6.07,205,2134,1074.52,92,-1
1,2,2,1,4,4,199.5,0,9,32.07,60,2135,1075.51,107,-1
1,3,6,0.866196,87,2,169.5,0,7,21.57,12.83,3361,1771.62,1839,1
1,2,3,1.53003,22,11,240.67,1,6,149.96,14.67,462,205.24,284,-1
1,12,49,5.42257,58,72,61.29,0,8,63.38,4.35,3362,1770.26,1798,-1
1,3,3,1.26105,82,0,38.67,0,7,9.45,15,3364,1771.92,1800,-1
1,2,3,1.44882,5,9,91.33,0,4,171.28,5.33,3365,1772.9,1801,-1
1,1,1,0,2,2,143,0,4,0.01,15,3367,1774.87,1802,-1
1,1,1,0,13,5,247,0,3,79.29,4,13,11.39,11,-1
1,2,4,1.55855,30,3,265.75,1,3,19.88,2.75,15,13.39,13,1
2,2,2,0.605187,23,4,827.5,0,11,25.57,110.5,2139,1076.4,1450,-1
3,4,5,1.21014,45,35,624,0,13,3.08,64.6,3368,1773.89,1909,-1
1,2,2,0.918296,2,1,243,0,6,75.44,28.5,3371,1776.14,1842,-1
1,2,2,0.952266,37,6,271,0,1,55.61,3,3374,1776.71,1845,-1
1,3,6,2.52164,14,7,72.67,0,6,2.06,8.33,3376,1778.36,1806,-1
1,1,1,0,15,0,109,0,4,33.28,19,3378,1780.1,1807,-1
1,1,1,0,0,146,219,0,1,0.18,1,25,21.04,6,-1
3,8,9,2.35626,532,11,242.33,0,13,17.96,35.56,3385,1781.51,3740,-1
2,3,5,2.03077,252,91,50.6,0,2,31.2,1.4,3386,1782.45,3662,-1
0,0,0,0,0,0,0,0,0,0,0,3389,1783.07,0,-1
1,1,2,0.992774,13,7,81.5,0,4,169.59,8,2143,1072.41,1358,-1
2,9,21,4.07435,854,4,143.48,0,10,82.3,11.05,3391,1782.06,3667,-1
2,3,4,1.32526,56,1,361.75,0,9,4.17,39.75,3395,1783.56,138,-1
1,2,2,0.476159,141,35,89.5,0,1,2.78,0.5,3396,1784.52,1820,-1
2,2,2,0.503258,9,0,853.5,0,11,1.02,107.5,3397,1785.4,1904,-1
1,1,1,0,2,2,1584,0,11,0.47,215,195,50.97,4,-1
1,3,8,2.92695,113,3,26.25,0,2,313.76,0.38,465,205.66,286,-1
1,2,2,0.979869,4,8,74.5,1,6,0.01,8,2149,1071.74,1361,-1
1,3,3,1.32218,22,0,369.33,0,7,14.94,34.67,2151,1073.18,532,-1
1,4,4,1.27761,20,2,319.25,0,7,37.01,29.75,2152,1072.98,533,-1
1,3,7,2.50269,241,1,81.43,1,7,9.77,14.57,2153,1070.6,1362,-1
1,3,4,1.86978,59,3,145,0,5,117.59,8,2154,1070.15,1363,-1
1,1,1,0,81,0,0,0,0,0,0,3399,1767.42,1823,-1
1,1,1,0,67,0,0,0,0,0,0,3401,1769.04,1851,-1
2,2,3,0.882979,92,5,550.33,1,11,2.32,72.33,3403,1770.62,1937,-1
1,1,1,0,6,19,204,1,8,41.97,44,3406,1771.68,1855,-1
1,2,3,1.23037,103,12,194.67,0,6,0.04,24.67,3408,1773.22,1857,-1
1,1,1,0,5,7,132,0,5,0.02,12,3409,1774.16,1858,-1
1,1,1,0,5,3,130,0,5,0.02,13,3410,1775.1,1859,-1
2,2,3,1.21106,185,0,68.33,0,5,15.3,12.33,3412,1775.01,1972,-1
1,3,3,1.01054,69,0,210.33,0,1,53.36,7,3415,1777.11,1861,1
1,1,1,0,4,4,874,0,9,20.73,344,3420,1780.19,63,-1
1,2,4,1.94332,131,0,0,0,0,0,0,3423,1782.67,1828,-1
1,2,3,1.0671,331,1,720.33,0,9,13.67,87.33,3424,1783.67,1864,1
1,8,17,3.65795,13,55,75.94,0,4,422.58,1.29,3425,1784.64,113,-1
1,1,1,0,5,7,64,0,3,1.64,6,2158,1065.9,180,-1
1,1,1,0,1,1,1584,0,11,1.89,218,3430,1784.36,86,-1
1,2,2,0.619382,48,4,29.5,1,4,155.64,4.5,3431,1785.3,1832,-1
1,1,1,0,1,1,1584,0,11,0.04,219,3432,1786.25,87,-1
1,1,1,0,1,0,34,0,2,6.36,7,2159,1066.19,1365,-1
2,3,3,1.14781,152,2,304.33,0,9,8.98,47.33,3436,1787.37,1982,-1
2,2,2,0.918296,3,3,880.5,0,11,13.21,129.5,3437,1788.22,1923,-1
1,1,1,0,86,0,0,0,0,0,0,3440,1790.93,120,-1
1,26,18,2.66761,104,45,57.67,0,4,7.24,1.78,3441,1791.83,121,-1
2,5,10,3.05544,36,17,334.8,0,10,39.07,35.5,3443,1791.76,3704,-1
1,1,1,0,1,1,1584,0,11,1.06,221,3445,1793.19,89,-1
2,9,12,2.77706,346,133,384.08,1,11,45.82,30.83,3446,1793.82,3708,-1
1,3,3,0.607885,82,4,159,1,2,20.5,5.33,3447,1794.76,1840,-1
1,1,1,0,1,4,54,0,2,0.75,4,3452,1797.65,1873,-1
1,3,4,1.60941,26,19,101.25,0,3,235.47,10.5,3455,1797.98,115,-1
1,2,2,0.998636,45,1,490,0,8,48.25,67,3458,1800.06,1845,-1
1,1,1,0,0,1,56,0,1,0.03,1,29,23.99,15,-1
1,1,2,0.970951,2,3,83,0,2,0.01,3,2168,1065.67,182,-1
2,4,5,1.93913,53,12,221,0,6,40.83,5.4,2170,1067.67,1912,-1
1,2,2,0.970951,4,1,55.5,0,1,20,1,2173,1070.65,1372,-1
1,1,1,0,38,4,421,0,8,10.86,128,3461,1797.69,1878,-1
1,1,1,0,1,1,94,0,1,0,1,3465,1798.83,117,-1
1,1,1,0,1,14,158,0,1,0.01,1,3466,1799.82,118,-1
1,1,1,0,0,4,635,0,9,0.8,151,3469,1800.52,48,-1
1,1,1,0,17,0,128,0,2,2.17,5,2177,1071.14,1375,-1
1,1,1,0,41,34,266,0,7,27.19,45,2178,1070.74,1376,1
1,2,3,1.24067,18,4,153.67,0,6,31.6,12.33,413,175.16,208,-1
1,4,5,2.02472,60,53,146.6,0,1,0.66,0.4,3478,1802.89,1852,-1
2,5,8,2.1448,241,49,290.63,0,11,1.44,28.38,3480,1802.43,1946,-1
1,2,2,0.825627,73,8,130,1,4,29.39,10.5,3483,1802.7,1855,-1
1,2,2,0.228538,79,2,106.5,0,1,33.48,1,3489,1805.89,1858,-1
1,5,12,3.28305,465,48,133.58,0,6,18.01,11.75,3491,1806.85,1859,-1
2,4,9,2.5199,165,29,245.67,1,5,82.67,14.11,3493,1807.02,3755,-1
1,1,1,0,8,10,355,1,6,5.94,70,3494,1807.63,1861,-1
1,1,1,0,1,1,110,0,1,58.94,1,3495,1808.62,1862,-1
1,1,1,0,1,1,874,0,9,0.01,348,3499,1812.49,68,-1
1,1,1,0,1,1,874,0,9,0.02,351,3502,1810.44,71,-1
1,1,1,0,1,1,924,0,6,1.81,86,3504,1812.39,1864,-1
1,1,1,0,9,9,874,0,9,0.02,353,3505,1813.37,73,-1
2,3,3,0.254385,30,27,633,0,10,5.14,146,3506,1814.35,1939,-1
2,2,2,0.811278,2,2,477,0,9,42.55,182,3509,1817.3,99,-1
1,1,1,0,0,1,118,0,5,85.12,39,3510,1818.19,1866,-1
1,1,1,0,1,1,880,0,9,0.19,358,3513,1820.64,78,-1
1,2,2,0.954434,6,2,355,1,7,185.67,28.5,471,204.05,291,-1
1,6,10,2.5546,17,40,525.8,0,12,185.97,54,3514,1819.55,1896,-1
1,1,2,0.999723,28,23,651,0,3,2.93,31,3515,1820.51,1867,-1
2,3,3,0.511578,65,3,546.67,0,11,1.29,76,3516,1821.39,1962,-1
2,5,10,3.07815,54,23,242.4,1,5,5.14,13.3,3517,1822.29,3766,-1
1,1,1,0,2,1,131,0,3,146.27,10,3518,1822.86,1870,-1
1,1,1,0,1,1,273,1,7,8.83,46,474,206.75,292,1
1,7,7,1.88338,4,16,105,0,4,106.04,0.71,3522,1824.61,120,-1
1,1,1,0,1,1,115,0,4,301.67,6,3526,1828.31,121,-1
0,0,0,0,0,0,0,0,0,0,0,2181,1058.25,0,-1
1,2,3,1.47294,23,2,336.33,0,8,48.24,36.67,2182,1059.03,1378,-1
1,4,8,2.59476,35,6,85.75,0,6,216.45,6.5,2183,1060.01,1379,-1
1,1,23,4.34058,12,35,102.61,0,4,158.7,2,2185,1061.8,544,-1
1,7,21,4.20419,926,3,19.24,0,7,28.15,3.95,3531,1830.42,128,-1
2,6,7,2.20977,191,24,107.71,0,4,39.69,5,3533,1832.01,2006,-1
1,1,1,0,64,0,0,0,0,0,0,3534,1832.96,1901,-1
2,7,12,2.8929,270,16,454.33,0,11,68.65,42,3537,1833.41,3782,1
2,3,4,1.55287,127,268,481.75,0,11,148.23,61.25,3539,1831.66,1976,-1
2,4,5,1.22183,56,4,661.2,0,12,0.42,58.4,117,44.25,97,-1
2,4,6,0.925096,104,5,101.67,0,6,47.88,8.67,118,45.25,99,-1
1,3,5,1.64518,90,3,92.6,0,6,0,10,119,46.25,63,-1
1,1,1,0,4,4,221,1,5,0.52,39,3541,1829.16,1904,-1
1,2,3,1.05774,9,43,84.33,0,1,15.9,0.67,2190,1060.41,185,-1
1,2,2,0.970951,2,3,1111,0,10,46.52,136.5,2192,1062.37,545,-1
1,1,1,0,0,6,124,0,7,0.01,43,416,175.09,211,-1
2,2,2,0.918296,1,2,943,0,12,0.95,152,2194,1063.14,1478,-1
1,1,1,0,8,8,394,0,6,204.83,56,2196,1065.11,1382,-1
1,1,1,0,7,1,379,1,1,102.78,18,2197,1065.85,546,-1
1,2,2,0.660962,26,9,222.5,1,2,0.72,10,2198,1066.51,547,-1
2,3,3,1.31432,12,27,339,0,9,1.79,46.33,476,206.62,380,-1
1,2,2,0.146409,551,550,498,1,2,15.17,1,3548,1828.46,1885,-1
1,1,1,0,21,28,319,1,4,18.54,46,3549,1829.4,1908,-1
3,3,3,1.41826,48,7,876.33,0,12,32.54,192.67,477,207.53,414,-1
1,2,4,1.69323,20,19,79.5,0,1,1.08,0.25,33,26.73,9,-1
1,2,4,1.9787,140,0,0,0,0,0,0,34,27.73,18,-1
1,1,1,0,1,1,89,0,1,0.01,2,35,28.73,10,-1
1,1,1,0,2,0,88,0,1,26.41,1,3552,1827.05,130,-1
1,1,1,0,2,1,110,0,3,6.96,6,480,209.8,298,-1
1,1,1,0,44,40,465,0,8,11.45,132,481,210.78,228,-1
1,1,1,0,91,0,0,0,0,0,0,2200,1060.7,1384,-1
1,1,1,0,0,1,143,0,3,0.11,17,2201,1061.59,1385,-1
1,1,3,1.2789,14,6,110,0,8,287.98,9.33,3554,1823.3,1910,-1
1,1,1,0,35,12,497,0,6,95.2,73,3555,1824.3,1911,-1
1,1,1,0,1,1,309,0,4,5.91,29,3557,1826.29,1913,-1
1,1,1,0,1,1,905,0,9,1.42,365,3558,1825.65,80,-1
2,2,2,0.898059,22,13,65.5,0,2,2.59,5,3559,1826.61,3801,-1
1,1,1,0,6,0,91,0,1,0.01,1,3563,1827.43,1918,-1
1,1,1,0,2,1,1602,0,11,2.58,235,3564,1828.29,96,-1
1,7,9,3.00869,9,11,208.67,0,8,123.12,32.56,2205,1061.16,1388,-1
1,1,1,0,1,4,84,0,2,107.68,2,2207,1063.16,1390,-1
1,2,2,0.970951,8,2,146,0,2,58,1,2208,1064.15,1391,-1
2,2,2,0.650022,6,0,856.5,0,11,1.01,140.5,3569,1829.64,224,-1
4,5,6,1.7389,132,8,480.33,0,11,7.33,51.33,3571,1831.33,2154,-1
3,6,8,2.59499,236,30,268.75,0,13,37.87,40.25,3572,1830.44,2026,-1
1,2,2,0.958712,14,7,113,0,3,425.18,7.5,3575,1824.83,1896,-1
1,1,1,0,16,2,453,1,2,142.95,2,3578,1825.26,1921,-1
1,2,5,1.97833,32,86,110.2,0,1,0.73,0.6,3580,1826.5,1923,-1
1,1,1,0,1,1,1609,0,11,0.23,247,3582,1828.4,102,-1
2,4,4,1.4805,79,7,115.25,1,6,253.1,24.75,3586,1829.78,3825,-1
2,4,6,2.45448,24,54,293.17,0,7,36.2,21.67,3587,1828.45,167,-1
1,1,1,0,1,1,923,0,6,2.54,97,3588,1829.43,1901,-1
1,3,3,1.13738,103,2,41.67,0,2,7.25,2,3589,1830.23,1926,-1
2,4,5,2.01235,258,3,600.2,0,10,18.35,58.8,3590,1830.83,3829,-1
1,3,4,1.53432,62,0,711.5,0,8,60.56,30.5,3593,1831.23,1928,-1
1,1,1,0,21,1,841,0,4,1.1,31,3594,1829.05,1929,-1
1,1,1,0,2,0,91,0,2,7.04,9,3598,1825.02,1904,-1
1,1,1,0,2,8,687,0,3,36.58,19,2210,1046.24,1393,-1
1,1,1,0,2,2,101,1,2,1.86,3,2211,1047.24,1394,-1
2,2,2,1,2,2,940.5,0,13,1.72,165,2213,1049.08,209,-1
1,3,5,2.12394,182,3,50,1,5,79.38,5.6,2214,1049.83,1396,1
