@relation camel-0-train4

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data
1,2,3,1.58202,51,37,322.67,0,7,237.25,7.67,6263,2454.59,3228,-1
1,2,3,1.58202,51,37,323.67,0,7,244.2,7,6264,2455.59,3229,-1
2,3,5,2.20937,51,3,481,0,9,202.59,28.6,6265,2456.41,6344,-1
1,1,1,0,8,7,144,1,6,143.67,29,6268,2456.52,3115,-1
1,1,1,0,1,1,183,1,6,163.7,36,6269,2457.52,3116,-1
1,1,1,0,8,7,144,1,6,143.67,29,6271,2459.51,3118,-1
1,1,1,0,2,2,219,0,6,0.9,34,6272,2457.8,3233,-1
1,1,1,0,1,1,891,0,18,47.93,271,472,126.51,23,-1
1,2,2,0.986081,137,0,0,0,0,0,0,3151,1088.67,706,-1
1,4,2,0.286397,36,4,68.5,0,1,0.18,0.5,3153,1090.43,708,-1
1,1,1,0,29,36,305,0,3,111.11,4,6279,2460.53,3238,-1
1,1,1,0,3,0,323,0,5,74.03,33,6280,2461.49,3239,-1
1,2,2,0.99709,126,0,0,0,0,0,0,6281,2462.42,3240,-1
3,13,19,4.02152,29,36,183.84,0,14,144.03,13.58,251,192.67,274,-1
1,1,1,0,1,1,1859,0,24,2.27,702,252,193.67,12,-1
1,4,5,1.90077,132,0,337.8,0,7,189.81,13.2,6282,2462.97,3124,-1
1,1,1,0,2,1,67,0,1,379.48,2,253,194.55,153,-1
1,12,52,4.21101,2355,1087,105.81,0,3,17.38,0.15,3155,1091.32,1936,-1
1,1,1,0,15,1,78,0,2,361.82,6,6283,2461.89,3241,-1
1,1,1,0,2,2,336,0,5,0.98,11,6284,2462.77,3125,-1
1,1,1,0,0,7,119,0,1,120.57,1,539,336.55,4,-1
1,4,4,1.92193,15,0,52,0,9,87.98,11,540,337.55,269,-1
1,1,1,0,40,0,0,0,0,0,0,3159,1094.06,250,-1
1,1,1,0,13,1,139,0,3,4.84,9,6286,2461.61,3242,-1
1,1,1,0,13,1,142,0,3,4.85,8,6288,2463.6,3244,-1
1,1,1,0,0,1,151,0,3,0.01,10,6290,2465.59,3246,-1
1,4,4,1.93062,91,36,41.25,0,1,0.03,0.25,1320,239.49,596,-1
1,2,3,1.45915,28,14,44,0,1,0.94,0.33,6296,2468.17,220,-1
1,1,1,0,2,3,61,0,1,2.74,1,3163,1094.05,1942,-1
1,1,1,0,3,3,659,0,11,2.78,61,3165,1096,1944,-1
1,1,2,0.977418,8,9,83.5,0,2,194.56,1,3166,1096.76,1945,-1
1,1,2,0.961237,17,9,103.5,0,4,194.57,3,3168,1098.74,1947,-1
1,1,1,0,11,12,88,1,2,315.03,3,3169,1099.74,1948,-1
1,1,1,0,76,0,0,0,0,0,0,103,41.99,66,-1
1,2,4,1.95893,211,22,46.25,0,3,11.84,1.5,1321,240.12,597,-1
2,4,6,2.32155,171,8,84.33,0,3,10.72,1.5,1323,242.11,1239,-1
1,4,9,2.62432,324,88,72.89,0,4,5.32,2.11,1324,243.1,600,-1
1,1,1,0,2,2,78,0,2,0.01,2,1325,244.1,601,-1
1,4,13,2.67573,117,84,43.77,0,2,0.12,0.54,1328,247.08,604,-1
1,1,1,0,11,12,88,1,2,315.8,3,3175,1104.69,1954,-1
1,3,18,3.88962,11,38,64.72,0,4,0.53,0.78,3176,1105.63,1955,-1
1,2,3,1.43537,1,10,106,0,5,77.02,2.67,3177,1106.63,1956,-1
1,1,1,0,6,6,171,0,4,0.65,15,104,42.94,67,-1
1,1,1,0,136,137,171,0,4,0.09,16,105,43.93,68,-1
1,7,12,2.91551,664,0,15,0,10,0.33,11.58,1330,248.97,66,-1
1,1,1,0,32,0,0,0,0,0,0,108,46.92,70,-1
4,8,8,1.8761,200,17,417.63,0,26,23.87,97.88,1331,249.95,728,1
1,1,2,0.970951,9,1,144,0,7,558.19,21.5,1333,251.93,642,-1
1,1,1,0,0,10,179,0,4,0.05,20,1334,252.93,608,-1
1,1,1,0,0,8,283,0,4,0,9,1336,254.91,610,-1
1,1,1,0,1,0,191,0,7,69.13,45,3179,1107.36,1958,-1
1,2,3,1.14883,3,4,148.33,0,4,0.54,3.33,3180,1108.03,1959,-1
1,2,3,1.26744,23,15,327.67,0,16,15.61,84.33,3181,1109.03,1960,-1
1,2,2,0.721928,0,5,90.5,0,4,4.12,3,3182,1110.03,1961,-1
1,2,2,0.995727,9,4,169.5,0,6,46.19,47,3183,1110.97,1962,-1
2,20,32,3.24319,265,49,305.31,0,20,143.5,21.22,6299,2457.87,6376,-1
1,5,6,2.28334,65,48,690.33,1,15,179.64,70.33,6300,2458.8,3127,-1
1,1,1,0,3,2,60,0,3,41.32,15,6304,2462.55,3131,-1
1,6,6,2.32458,47,28,607.83,1,15,207.48,64.67,6305,2463.38,3132,-1
1,2,2,0.162326,83,1,451,1,9,75.95,47.5,6307,2465.17,3134,-1
3,6,12,3.15804,41,44,97,0,4,0.2,1.83,1340,258.76,708,-1
2,6,11,2.63209,247,23,71.82,0,7,37.46,2.82,1342,260.73,1258,-1
1,2,3,1.14344,143,19,93.67,1,3,38.07,4,451,267.38,298,-1
1,4,4,1.55986,27,14,1022.25,0,17,41.45,112,6311,2466.26,3138,-1
1,1,1,0,1,1,361,0,14,13.02,177,542,335.17,271,-1
0,0,0,0,0,0,0,0,0,0,0,543,336.17,0,-1
1,1,1,0,2,1,2519,1,15,0.88,368,6316,2468.36,3141,-1
1,2,2,0.981941,18,1,194,0,4,322.7,10,3189,1114.22,1966,-1
2,18,30,3.17242,47,263,323.57,0,20,1.94,21.83,6317,2469.3,6396,-1
2,4,4,0.660162,243,275,677.75,0,25,51.83,191.5,457,272.59,383,-1
3,4,4,1.32434,20,28,870.75,0,26,37.9,232,459,274.56,442,-1
4,7,13,3.30162,47,58,160.08,0,7,4.25,7.46,259,196.46,290,-1
1,1,1,0,1,1,343,0,2,1.15,10,6321,2469.57,3145,-1
1,1,1,0,3,1,50,0,3,251.88,4,461,276.05,304,-1
1,1,1,0,1,1,44,0,3,251.89,4,463,278.05,305,-1
1,1,1,0,16,13,97,0,2,85.96,5,468,282.92,309,-1
1,2,2,0.797327,26,3,362.5,0,6,63.11,10.5,6328,2473.56,3262,-1
1,2,2,0.797327,26,3,362.5,0,6,63.11,10.5,6329,2474.55,3263,-1
1,1,2,0.522559,7,10,335,0,7,0.96,11,261,198.03,159,-1
1,1,1,0,2,5,89,0,1,270.78,4,472,286.63,67,-1
1,1,1,0,14,18,78,0,2,471.17,9,475,289.63,70,-1
1,1,1,0,1,1,65,0,1,140.13,1,477,291.62,72,-1
1,1,1,0,1,1,65,0,1,140.13,1,478,292.62,73,-1
2,7,7,1.36295,130,121,431.71,0,25,156.81,110.43,481,295.56,127,-1
1,1,1,0,4,6,64,0,1,569.86,5,482,296.55,74,-1
1,1,1,0,1,0,74,0,3,0.21,10,486,300.52,77,-1
1,1,1,0,1,0,74,0,3,0.22,10,488,302.52,79,-1
1,2,3,1.28765,60,11,185,0,7,222.35,16.67,489,303.49,314,-1
1,2,3,1.28765,60,11,185,0,7,222.36,16.67,490,304.49,315,-1
1,1,1,0,13,0,98,0,2,1.21,2,493,307.42,318,-1
2,6,7,2.23547,43,38,474.71,0,10,0.78,21.14,6333,2475.44,6414,-1
1,1,1,0,1,1,2406,0,25,0.82,722,262,198.62,15,-1
1,1,1,0,7,1,269,0,6,169.02,27,3195,1115.68,1970,-1
1,1,1,0,7,1,225,1,6,327.22,26,3196,1116.67,1971,-1
1,1,1,0,1,11,2406,0,25,0.1,724,473,126.07,24,-1
1,1,1,0,1,11,1827,0,24,17.03,691,474,127.07,25,-1
1,1,1,0,1,1,168,0,2,0.2,6,269,205.46,166,-1
1,1,1,0,0,2,82,0,2,0.21,6,270,206.45,167,-1
2,2,2,0.918296,1,2,275,0,8,6.75,16,271,207.45,271,-1
1,1,1,0,9,1,255,1,1,249.86,2,3198,1117.95,1973,-1
1,1,1,0,9,1,255,1,2,234.5,2,3200,1119.64,1975,-1
1,1,1,0,3,3,367,0,12,18.16,173,549,339.06,274,-1
1,1,2,1,4,4,382,0,11,2.5,54.5,3204,1122.27,1978,-1
1,1,2,1,4,4,373.5,0,11,78.99,52.5,3206,1124.26,1980,-1
1,1,1,0,6,1,325,1,8,27.18,69,3207,1125.26,1981,-1
1,1,2,1,4,4,373.5,1,11,78.99,51.5,3208,1126.25,1982,-1
1,1,1,0,20,0,248,0,3,350.03,9,3210,1128.2,1984,-1
1,2,3,1.19856,79,15,207.33,1,9,12.9,11.67,276,211.51,173,-1
2,11,18,3.09968,1498,0,23.78,0,1,74.93,0.11,3213,1129.8,2239,-1
1,1,1,0,12,8,102,0,3,535.7,3,6340,2471.76,3271,-1
1,1,2,0.999142,58,0,0,0,0,0,0,6342,2473.57,3272,-1
1,1,1,0,6,0,163,0,6,5,95,278,213.16,8,-1
1,1,1,0,2,7,231,1,6,0.88,21,284,219.1,177,-1
1,1,1,0,3,0,119,0,6,20.38,93,3217,1132.84,1991,-1
1,3,7,1.83506,362,23,151.71,0,6,267.26,8.57,6343,2471.74,3273,1
1,1,2,1,12,10,220.5,0,1,71.31,0.5,6346,2474.17,3276,-1
3,3,3,1.29546,2,8,982,0,26,6.74,366.67,1101,459.77,439,-1
1,1,1,0,7,25,168,0,9,4.13,139,285,218.81,178,-1
1,2,2,1,60,6,281.5,0,4,142.99,4.5,3219,1130.16,715,-1
1,2,4,1.90632,101,7,68.5,1,6,170.6,7.75,3225,1135.79,1994,-1
1,2,2,0.969857,108,0,0,0,0,0,0,6349,2467.23,3279,-1
1,1,1,0,18,0,32,0,1,94.53,1,3228,1137.72,1997,-1
1,1,1,0,18,0,32,0,1,94.55,1,3230,1139.7,1999,-1
1,1,1,0,18,0,32,0,1,94.55,1,3232,1141.68,2001,-1
1,1,1,0,5,0,2391,0,25,1.08,730,3233,1141.21,179,-1
1,1,1,0,4,4,65,0,1,1.86,1,3234,1141.98,2002,-1
1,1,1,0,2,2,75,1,1,391.58,1,3235,1142.98,2003,-1
1,1,1,0,2,2,75,1,1,391.63,1,3236,1143.9,2004,-1
1,1,1,0,21,30,542,0,4,1.22,8,286,218.24,105,-1
1,1,1,0,2,8,39,0,5,3.84,81,287,219.22,0,-1
1,2,2,0.387743,57,22,140.5,1,3,14.02,5.5,499,307.77,321,1
1,1,1,0,11,1,78,0,2,144.58,4,1,1,1,-1
1,1,2,0.749595,14,0,251,0,5,56.75,7.5,3238,1144.83,2006,-1
1,1,2,1,4,2,187.5,0,5,107.88,6,6357,2463.28,3284,-1
1,1,2,1,4,2,187.5,0,5,107.88,6,6358,2464.28,3285,-1
1,1,1,0,6,0,61,0,2,107.88,4,6359,2465.27,3286,-1
1,2,3,1.14346,128,31,249.67,0,10,259.84,24,3240,1144.91,720,-1
1,1,1,0,3,3,168,0,2,193.93,7,6361,2463.79,3288,-1
1,2,3,1.54857,20,14,699.33,1,11,213.98,60,6366,2468.62,3158,-1
2,2,3,0.870807,42,15,57.67,0,7,519.81,8.33,556,339.44,407,-1
1,2,2,0.16464,163,2,305,1,3,63.08,12,500,307.16,80,-1
1,2,2,0.16464,163,2,305,1,3,63.08,12,501,308.16,81,-1
1,2,2,0.764205,24,3,319,0,10,329.64,46,503,310.16,322,-1
1,2,2,0.764205,24,3,319,0,10,329.63,45.5,505,312.15,324,-1
1,1,1,0,3,3,118,0,3,0.43,7,6367,2466.66,3159,-1
1,1,1,0,1,1,45,0,1,1.77,1,290,220.52,180,-1
1,1,1,0,3,4,947,1,9,167.12,103,6373,2469.15,3162,-1
1,1,1,0,3,4,948,1,9,167.12,102,6374,2470.15,3163,-1
1,5,4,1.24152,20,3,55.5,0,3,7.78,1,1343,258.27,25,-1
1,2,3,1.13044,154,2,18,0,5,194.91,3.33,6375,2470.8,3164,-1
1,1,2,0.918296,3,3,129,0,2,0.01,1,2,2,2,-1
1,1,1,0,7,0,93,0,1,287.01,2,517,322.83,50,-1
1,1,1,0,7,0,93,0,1,287.02,2,519,324.83,52,-1
2,7,16,3.74415,35,25,246.06,1,15,339.05,18.63,6382,2474.52,6462,-1
1,1,1,0,2,0,491,0,8,171.89,55,110,47.41,7,-1
1,3,4,1.78614,40,17,89.5,0,4,2.8,3,111,48.41,12,-1
1,1,1,0,0,2,77,0,3,0.09,9,112,49.4,13,-1
1,3,3,0.697707,106,5,244,1,10,43.19,26,2,1.97,0,1
1,1,1,0,3,0,42,0,3,0.58,5,294,223.08,14,-1
1,1,1,0,1,1,227,0,4,0.01,11,296,225.06,16,-1
1,1,1,0,0,11,521,0,14,0.01,481,27,16.75,2,-1
1,1,1,0,0,1,78,0,4,0.02,9,115,52.33,16,-1
3,3,3,1.40564,8,8,929.33,0,25,2.27,254.33,298,227,214,-1
1,1,3,1.58444,368,0,0,0,0,0,0,5,4.99,5,-1
1,1,1,0,9,7,45,0,3,0.25,6,299,227.96,18,-1
1,5,7,2.29248,12,12,132,0,2,27.09,1,6,5.99,6,-1
1,1,1,0,0,1,79,0,1,8.82,1,3242,1138.91,2008,-1
1,1,1,0,0,1,79,0,1,9.03,1,3243,1139.58,2009,-1
1,3,3,1.19047,108,0,29,0,4,12.81,2.67,6389,2474.91,3294,-1
1,3,3,1.19047,108,0,29.33,0,3,12.8,2.33,6390,2475.91,3295,-1
1,2,3,1.21462,17,26,104.33,0,4,0.98,5.67,300,228.52,19,-1
1,1,1,0,11,20,434,0,6,162.25,53,6392,2477.62,3176,1
1,1,1,0,4,0,251,0,7,271.03,57,6396,2481.54,3180,-1
1,1,1,0,3,0,1091,0,10,20.23,123,6397,2482.45,3181,-1
1,1,1,0,3,0,1091,0,10,20.27,123,6398,2483.45,3182,-1
1,2,2,0.911342,47,2,202.5,0,4,185.05,12.5,475,126.16,138,-1
1,1,1,0,1,1,255,0,7,0.14,58,478,129.16,141,-1
1,2,2,0.911342,47,2,202.5,0,4,279.88,11,479,130.16,142,-1
2,4,4,1.95006,6,7,679.75,0,25,5.29,200,304,232.15,202,-1
1,1,1,0,4,0,87,0,2,100.34,2,6405,2488.18,3188,-1
1,1,1,0,10,2,54,0,1,0.83,1,305,233.14,186,-1
1,1,1,0,10,2,54,0,1,0.84,1,306,234.13,187,-1
1,1,1,0,8,3,2527,0,15,3.11,371,6407,2489.9,3190,-1
1,1,1,0,8,3,2506,0,15,21.93,365,6408,2490.9,3191,-1
1,1,1,0,8,3,2456,0,15,22.88,347,6409,2491.9,3192,-1
1,1,1,0,13,0,888,0,7,73.69,42,6411,2493.84,3297,-1
1,1,2,0.292322,0,214,107,0,1,33.61,0.5,3245,1139.93,2011,-1
1,3,3,1.42113,39,4,96.67,1,7,418.74,11.67,6415,2497.39,3195,-1
1,2,4,1.49942,105,6,78,1,8,227.03,7.5,6416,2498.28,3196,-1
1,1,2,0.918296,3,3,99,0,2,273.66,1.5,3246,1140.1,251,-1
2,9,21,4.02545,592,33,120.1,1,12,113.82,10.24,6419,2495.48,6498,-1
2,9,21,4.02545,592,33,119.57,1,12,114.01,10.14,6420,2496.48,6500,-1
1,1,2,1,40,20,23,0,1,0.02,0.5,6422,2498.42,3302,-1
2,9,21,4.02565,591,32,120.48,1,11,118.01,9.95,6424,2499.81,6505,-1
1,2,2,0.954434,5,3,349,0,13,0.18,93.5,524,326.37,54,-1
2,2,2,1,1,3,1354,0,25,0.21,376.5,527,329.22,134,-1
1,1,1,0,1,1,2451,0,25,0.52,741,6426,2498.79,339,-1
2,4,5,1.89274,18,22,69,0,6,2.36,5,309,235.47,211,-1
3,4,4,1.23322,13,5,779,0,26,32.69,240.25,6428,2500.07,3801,-1
1,1,3,1.55142,0,29,171.67,0,2,32.59,1,12,11.84,12,-1
1,1,1,0,0,1,105,0,2,0,4,14,13.84,14,-1
1,1,1,0,16,2,76,0,4,23.17,8,16,15.83,16,-1
1,1,1,0,1,1,53,0,1,592.75,3,6432,2501.11,3204,-1
1,2,5,2.01831,33,3,613,0,13,280.11,44,482,132.53,238,-1
1,1,1,0,110,0,0,0,0,0,0,483,133.53,239,-1
1,1,1,0,16,2,83,1,1,593.46,3,313,238.64,112,-1
1,2,2,0.918296,3,3,110.5,0,8,212.81,13.5,6434,2500.72,3206,-1
1,1,1,0,6,8,340,0,9,0,79,485,135.45,144,-1
1,1,1,0,6,8,339,0,9,0,74,489,139.45,148,-1
1,1,1,0,5,7,321,0,8,0,66,491,141.44,150,-1
1,11,11,2.50176,31,61,153.73,0,14,25.59,18,530,330.61,326,-1
1,5,5,2.24878,12,374,141.8,0,5,1.07,5.6,117,53.73,18,-1
1,3,5,2.29667,308,0,0,0,0,0,0,118,54.73,19,-1
1,5,5,2.07442,16,15,102.6,0,4,0.23,4.2,120,56.73,21,-1
1,4,5,1.80251,252,39,673,0,15,137.7,85,6436,2501.63,3208,-1
1,3,4,1.74557,7,42,241.5,0,11,163.36,34.25,6437,2502.56,3209,-1
1,4,4,1.45349,5,16,91.25,0,11,25.08,34,534,334.47,330,-1
2,2,2,0.065073,56,74,1691,0,26,0.16,465.5,535,335.38,153,-1
3,18,18,3.34125,60,103,297.72,0,28,29.24,66.17,536,336.36,486,-1
3,19,19,3.35345,68,79,298.89,0,26,25.53,59.32,538,338.34,491,-1
1,1,3,1.5714,192,0,0,1,0,0,0,6439,2501.84,3211,-1
1,3,5,0.66481,190,4,225.8,0,10,44.36,22.4,6440,2499.76,3212,-1
1,1,1,0,13,5,548,0,9,0,56,6441,2500.74,3213,-1
1,1,1,0,1,1,1472,1,12,12.9,151,6442,2501.73,3214,-1
1,1,1,0,1,1,1472,0,11,12.9,149,6444,2503.72,3216,-1
1,1,1,0,2,1,556,0,9,0.01,57,6445,2504.7,3217,-1
1,2,4,1.83682,29,21,217.5,0,7,105.64,8.25,6450,2508.61,3308,-1
1,1,8,2.93207,20,81,178.13,0,2,210.7,0.5,5,4.83,2,-1
1,1,8,2.93207,20,81,178.13,0,2,210.73,0.5,7,6.83,3,-1
1,1,1,0,1,1,1818,0,24,4.42,693,8,7.83,1,-1
1,1,3,1.5714,192,0,0,0,0,0,0,6452,2508.52,3222,-1
1,1,3,1.5714,192,0,0,0,0,0,0,6454,2510.51,3224,-1
1,3,6,1.93432,21,34,320.67,1,10,292.34,27.67,6455,2511.51,3225,-1
1,1,1,0,1,1,2495,0,26,0.24,752,6456,2512.48,342,-1
1,4,4,1.33729,28,4,230,0,8,338.5,19.75,3250,1133.59,2015,-1
1,6,13,2.57809,181,10,195.62,0,10,189.95,11.69,6460,2515.87,3226,-1
1,5,10,2.38161,176,8,146.3,0,8,265.43,10.1,6461,2516.86,3227,-1
1,5,10,2.38161,176,8,145.4,0,8,274.46,9.8,6462,2517.86,3228,-1
1,2,2,0.153742,45,0,54.5,0,3,126.02,5,6465,2520.48,342,-1
1,2,4,1.83682,29,21,217,0,7,106.07,8.5,6466,2521.46,3310,-1
1,3,8,2.66943,61,13,228.5,0,9,48.41,6.75,6467,2522.46,3311,-1
1,2,4,1.83682,29,21,209,0,7,131.57,7.5,6468,2523.46,3312,-1
1,4,4,1.33729,28,4,230.5,0,7,338.69,19.25,3251,1134.32,2016,-1
1,3,10,2.64464,73,79,71.8,1,3,113.86,0.5,6470,2525.26,3313,1
1,1,1,0,1,1,2495,0,26,0.24,755,321,244.84,21,-1
2,7,16,3.79411,9,25,170.63,0,14,1.33,9.63,323,246.75,309,-1
1,2,11,3.20359,12,37,86.36,0,6,532.32,2.73,539,336.84,334,-1
1,1,2,0.991076,9,0,38,0,3,922.95,5,3252,1133.22,2017,-1
1,1,1,0,1,0,41,0,2,0.04,5,3253,1134.16,2018,-1
1,1,1,0,11,4,107,0,3,205.68,7,6476,2524.52,3315,1
1,1,1,0,11,4,109,0,2,515.32,6,6478,2526.51,3317,1
1,2,15,2.64748,90,172,155.73,1,4,302.51,2.27,6484,2532.17,3320,-1
1,2,2,0.578795,15,14,600.5,1,10,222.21,61.5,6486,2532.07,3322,-1
1,2,2,0.578795,15,14,581,1,9,265.82,58,6488,2534.06,3324,-1
1,1,1,0,1,1,1818,0,25,0.67,697,6490,2536.04,350,-1
1,1,1,0,82,0,0,0,0,0,0,6491,2536.99,3233,-1
1,1,1,0,1,1,1818,0,25,0.49,698,559,332.11,77,-1
2,10,11,3.02067,29,28,138.09,0,11,97.33,11.36,1104,447.25,1072,-1
1,2,2,0.918296,3,3,591.5,0,19,7.08,236.5,1109,452.17,130,-1
0,0,0,0,0,0,0,0,0,0,0,1112,454.77,0,-1
1,1,1,0,1,0,164,0,6,15.89,28,122,57.86,71,-1
1,2,4,1.67321,87,79,141.25,0,4,28.3,5.5,123,58.74,72,1
1,1,1,0,0,3,165,0,6,1.15,29,124,59.74,73,-1
1,1,1,0,1,0,162,0,6,0.67,30,125,60.67,74,-1
1,1,3,1.1738,44,10,101.67,0,6,251.88,5.67,6494,2522.59,3326,-1
1,1,1,0,1,1,49,0,1,362.46,1,542,334.85,337,-1
1,1,1,0,1,1,49,0,1,362.46,1,543,335.85,338,-1
1,1,1,0,0,5,66,0,2,0.01,2,549,341.83,344,-1
1,1,1,0,0,5,66,0,2,0,2,553,345.83,348,-1
1,1,1,0,1,1,75,0,3,36.6,11,555,347.57,94,-1
1,1,1,0,1,1,2494,0,26,5.35,762,6496,2518.11,351,-1
1,1,1,0,14,5,91,0,4,10.01,7,6505,2526.34,3331,-1
1,2,2,0.223813,111,0,544,0,10,5.17,62.5,3256,1125.27,723,-1
1,1,1,0,3,1,86,0,2,37.36,5,558,350.21,97,-1
1,1,4,1.78494,16,5,77.75,0,8,369.58,7.5,560,352.2,349,-1
1,1,1,0,3,3,2494,0,26,0.96,763,6506,2524.85,353,-1
1,1,1,0,3,3,1818,0,25,0.96,702,6507,2525.85,354,-1
1,1,1,0,3,0,100,0,4,0.83,8,6508,2526.53,3332,-1
1,1,1,0,14,5,91,0,4,10.84,7,6510,2528.51,3334,-1
1,1,1,0,3,0,100,0,4,0,8,6511,2529.5,3335,-1
1,1,1,0,1,1,1620,1,2,1.09,25,6512,2529.65,3239,-1
1,1,1,0,1,1,1620,1,2,1.1,25,6513,2530.63,3240,-1
1,1,1,0,1,1,1620,1,2,1.1,24,6514,2531.62,3241,-1
1,3,3,0.442959,184,37,130.67,1,8,269.64,10.67,6517,2534.47,3244,1
1,1,1,0,33,11,351,1,7,76.3,38,6518,2533.73,3336,-1
1,1,1,0,33,11,351,1,7,58.41,38,6519,2534.72,3337,-1
1,1,1,0,33,12,342,1,7,125.51,36,6520,2535.7,3338,-1
1,1,1,0,18,24,582,0,7,0.04,19,329,246.54,202,-1
2,12,12,3.50944,89,0,256.25,0,27,90.7,63.33,6521,2535.39,430,-1
1,2,2,0.959687,102,0,0,0,0,0,0,3258,1123.52,252,-1
1,1,1,0,0,13,98,0,1,0.02,1,1351,261.57,646,-1
1,1,2,0.742488,15,4,76.5,0,3,397.1,3.5,3259,1124.21,2020,-1
1,2,2,0.503258,35,1,47.5,0,1,0.07,0.5,1352,262.55,647,-1
2,25,25,4.4128,79,40,117.04,0,25,216.27,29.8,6526,2537.07,434,-1
1,1,2,0.742488,15,4,76.5,0,3,397.62,3.5,3261,1125.5,2022,-1
1,2,2,0.286397,60,0,484.5,0,7,62.03,38.5,6531,2539.21,3247,1
2,4,6,2.31549,235,0,54,0,11,23.17,5.83,11,10.42,6,-1
2,3,4,1.70292,38,4,88.5,0,7,0.03,4.5,12,11.42,8,-1
1,3,8,2.76951,13,24,65.25,0,1,2.91,0.5,6536,2537.55,3250,-1
1,1,1,0,1,1,114,1,1,337.66,3,3263,1123.18,2024,-1
1,2,2,0.791858,20,1,167,1,1,139.77,0.5,3264,1124.14,2025,-1
1,1,1,0,1,1,114,1,1,337.77,3,3269,1129.03,2029,-1
1,1,1,0,8,0,493,0,3,0.01,20,6550,2548.05,3255,-1
2,2,2,0.419921,91,3,214.5,1,5,30.9,23,6551,2548.63,6608,-1
1,2,2,0.996792,11,4,174,1,2,194.15,1.5,561,348.57,350,-1
1,2,2,0.996792,11,4,174,1,2,194.15,1.5,562,349.57,351,-1
1,1,2,1,2,2,59.5,0,1,614.58,1.5,6554,2548.78,3259,-1
1,1,2,1,2,2,59.5,0,1,614.61,1.5,6555,2549.69,3260,-1
1,1,1,0,1,1,151,0,3,44.98,16,6556,2550.68,3355,-1
1,1,1,0,1,1,151,0,3,44.98,16,6557,2551.68,3356,-1
1,3,4,1.77023,139,0,832,0,15,62.34,100.75,6559,2553.1,3261,-1
1,3,6,1.90644,244,4,110.67,0,6,186.73,3.5,3270,1126.91,2030,-1
2,2,2,0.650022,6,6,1439.5,0,26,13.23,399,6562,2549.74,3719,-1
1,1,1,0,12,0,394,0,5,31.05,28,3274,1129.5,726,-1
1,1,1,0,12,0,394,0,5,31.07,28,3275,1130.47,727,-1
1,1,1,0,12,0,386,0,5,31.08,24,3276,1131.46,728,-1
1,2,2,0.515947,70,8,188.5,1,7,67.22,10.5,3278,1132.61,729,-1
4,12,12,3.06433,20,20,385.17,0,27,22.16,91,564,349.1,612,-1
2,4,6,2.26671,270,0,51.5,0,10,93.67,5.5,14,13.24,12,-1
1,2,2,0.91104,141,0,0,0,0,0,0,3280,1133.21,2035,-1
1,2,2,0.811278,9,11,67.5,0,3,236.04,4,565,349.39,354,-1
1,2,2,0.811278,9,11,67.5,0,3,236.04,4,566,350.39,355,-1
1,2,2,0.811278,9,11,67.5,0,3,236.05,4,567,351.39,356,-1
1,1,1,0,10,0,558,0,5,67.71,25,3282,1133.57,2037,-1
2,3,4,1.6645,7,7,670.5,0,26,1255.86,194.75,6563,2540.43,3721,-1
1,1,1,0,1,1,105,1,5,0,16,36,24.42,22,-1
1,1,1,0,2,3,50,0,2,1.84,3,6568,2541.28,3363,-1
1,2,3,1.41821,199,21,18,0,1,206.97,1.33,6572,2545.04,3266,-1
1,4,6,1.85161,85,168,324,0,3,37.18,2,21,19.48,21,-1
1,1,2,0.966619,18,10,43.5,0,1,0,0.5,22,20.48,22,-1
1,1,1,0,15,1,53,0,1,1012.56,1,337,248.11,208,-1
1,1,1,0,1,1,44,0,4,2.02,21,569,351.96,358,-1
1,1,1,0,2,1,75,0,3,14.72,12,573,355.93,100,-1
1,1,1,0,3,7,67,0,2,0.32,2,338,248.94,209,-1
1,1,1,0,15,1,53,0,1,1012.89,1,339,249.94,210,-1
2,8,10,3.12799,3,15,210.6,0,13,13.17,14.1,343,253.93,329,-1
1,1,1,0,1,1,568,0,5,1.89,26,344,254.92,215,-1
1,1,1,0,1,1,460,0,4,0.01,8,6576,2546.71,3369,-1
1,1,1,0,3,3,88,0,2,14.54,6,6578,2548.7,3267,-1
1,4,4,1.43469,29,3,119.5,0,4,25.43,5.5,6579,2549.64,221,-1
1,1,1,0,16,51,172,0,4,0.43,11,6583,2553.55,3373,-1
1,1,1,0,0,50,50,0,2,2.64,3,6584,2554.54,3374,-1
1,1,1,0,28,7,418,0,3,133.7,9,6588,2558.07,3376,-1
1,3,7,1.45026,107,13,414.14,0,13,118.38,36.43,6590,2559.83,3270,-1
1,1,1,0,1,1,1823,0,25,12.05,705,6593,2562.74,366,-1
1,1,1,0,1,1,1823,0,25,0,706,6594,2563.73,367,-1
3,6,7,1.94269,413,0,82.14,0,23,14.76,56.43,1353,261.21,1324,-1
2,5,6,2.16419,176,0,107.83,0,7,371.71,9.33,1354,262.21,1270,-1
1,1,2,0.99718,25,7,47.5,0,2,507.03,1.5,345,255.62,216,-1
1,2,3,0.821813,38,36,161,0,5,18.69,7,3286,1133.41,2041,-1
1,3,4,1.20864,102,16,122.75,0,6,0.44,10.25,3287,1134.41,731,-1
